,Generated,Reference,WuP,GloVe-Similarity,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,CodeBERTScore,chrF
19,Pick-Up,Hold,0.3333333333333333,0.6284888386726379,0.9808005446465402,0.9670329620335709,0.9499999950002551,0.9670329620335709,0.9891449809074402,0.9852361228858594
20,Place-Down,Hold,0.3333333333333333,0.7480592727661133,0.5265318001086965,0.5644171729971019,0.3821138162452905,0.5030674797455682,0.9411683678627014,0.6242808057463506
21,Pour,Hold,0.3333333333333333,0.36530041694641113,0.6507420775099032,0.37288135094002367,0.220588230300876,0.33898304585527794,0.9373263120651245,0.6739478769264103
22,Slice,Hold,0.2857142857142857,0.36973074078559875,0.8199363297329628,0.747126431798124,0.6616541303564363,0.7126436731774343,0.9522936344146729,0.8272869998136906
23,Wipe,Hold,0.3333333333333333,0.43972694873809814,0.7721040221935416,0.8041237063534914,0.7320261388216072,0.8041237063534914,0.9612008929252625,0.9192819594170074
24,Close,Open,0.3333333333333333,0.720828115940094,0.9757348728234806,0.9354838659677419,0.8934426179508197,0.9354838659677419,0.9934811592102051,0.9778603906884076
25,Halve,Open,0.25,0.13741867244243622,0.8960695327414887,0.8108108058109569,0.6885245851639346,0.7999999950001462,0.9604279398918152,0.8368314720504052
26,Hold,Open,0.5,0.739703357219696,0.012574485030321133,0.2931034450966112,0.21476509770370708,0.2931034450966112,0.9014381170272827,0.1928704085875803
27,Pick-Up,Open,0.3333333333333333,0.494068443775177,0.6558946221878423,0.7249999951320313,0.612440186527781,0.7249999951320313,0.9571381211280823,0.665751065933553
28,Place-Down,Open,0.3333333333333333,0.8066946268081665,0.4286118680667122,0.44736841630280477,0.26262625789613314,0.42105262682912054,0.9429877996444702,0.5267723466018832
29,Pour,Open,0.3333333333333333,0.2541566789150238,0.7813853032691422,0.8124999950048829,0.6769230719420118,0.8124999950048829,0.9655196070671082,0.9458660607083981
30,Slice,Open,0.2857142857142857,0.31941211223602295,0.8727288310955046,0.8131868081892284,0.6970954306854221,0.8131868081892284,0.956965982913971,0.8200349212867447
31,Wipe,Open,0.3333333333333333,0.3229246437549591,0.888387997156799,0.7934782558701561,0.6666666616667514,0.7934782558701561,0.9703873991966248,0.8432710267068089
32,Close,Pick-Up,0.25,0.5153879523277283,0.7944929164943844,0.8522727222888689,0.7913043428446126,0.8522727222888689,0.9615178108215332,0.8615049584187409
33,Halve,Pick-Up,0.2,0.1682203710079193,0.8725877163116853,0.8021977972002173,0.6721991651252562,0.7912087862112064,0.9527454972267151,0.8378779396786076
34,Hold,Pick-Up,0.3333333333333333,0.6284888386726379,0.08147159248600802,0.32258064141129034,0.22360248080089506,0.32258064141129034,0.930713951587677,0.27229118923984075
35,Open,Pick-Up,0.3333333333333333,0.494068443775177,0.6985638936510153,0.8622754441665172,0.8387096724967615,0.8622754441665172,0.9601829051971436,0.8041323267332371
36,Place-Down,Pick-Up,0.25,0.6661379933357239,0.3573980559162929,0.4444444398697917,0.2722513042855185,0.4444444398697917,0.9414325952529907,0.46732042835597615
37,Pour,Pick-Up,0.25,0.16679634153842926,0.5392501957003576,0.45833332833821616,0.3100775143945677,0.45833332833821616,0.9423205256462097,0.7775976767815563
38,Slice,Pick-Up,0.2222222222222222,0.44728294014930725,0.6227018501419262,0.6746987902533025,0.49999999508401927,0.6626505974822181,0.9606481790542603,0.6581083352785023
39,Wipe,Pick-Up,0.25,0.29693812131881714,0.27981891081789195,0.3698630090739351,0.20833332870008692,0.3698630090739351,0.9025867581367493,0.402438567713075
40,Close,Place-Down,0.25,0.7576097846031189,0.006760268348860368,0.17322834359228723,0.08284023400161067,0.17322834359228723,0.8484621047973633,0.1655143431457564
41,Halve,Place-Down,0.2,0.11310732364654541,0.6150268257455428,0.6480446878873943,0.5737704869376512,0.6480446878873943,0.9398695826530457,0.6964693736346855
42,Hold,Place-Down,0.3333333333333333,0.7480592727661133,0.009360166753585523,0.30158729880952384,0.23809523547902497,0.30158729880952384,0.8804634213447571,0.18516419005209117
43,Open,Place-Down,0.3333333333333333,0.8066946268081665,0.13378103409309164,0.2361111071614584,0.09278350123073668,0.19444444049479173,0.8724815249443054,0.330110858401935
44,Pick-Up,Place-Down,0.25,0.6661379933357239,0.15171971056734398,0.3687943224385092,0.19251336532929172,0.3687943224385092,0.9265211820602417,0.3532464549128524
45,Pour,Place-Down,0.25,0.2918168306350708,0.05572195813429585,0.20289854708569632,0.08556149367153781,0.15942028621613116,0.8748201727867126,0.23012521686710966
46,Slice,Place-Down,0.2222222222222222,0.4426504373550415,0.4843212608152873,0.3950617238340193,0.21238937586028672,0.37037036580932786,0.9319565296173096,0.5906929549128093
47,Wipe,Place-Down,0.25,0.32125502824783325,0.17999806220847658,0.18918918506665458,0.07881772978621197,0.1756756715531411,0.8806284070014954,0.3795563042640777
48,Close,Pour,0.25,0.2032543271780014,0.7616932437837056,0.8176795530295169,0.7412587362939509,0.8176795530295169,0.9576500058174133,0.805140597108625
49,Halve,Pour,0.2,0.3157775104045868,0.8923827177830572,0.808510633300136,0.7483443658644358,0.7553191439384337,0.9522031545639038,0.8974001132926853
50,Hold,Pour,0.3333333333333333,0.36530041694641113,0.596381207109085,0.7337278057434964,0.6217228415716312,0.7337278057434964,0.9502822756767273,0.6705945325555828
51,Open,Pour,0.3333333333333333,0.2541566789150238,0.7616932437837056,0.8176795530295169,0.7412587362939509,0.8176795530295169,0.9565193057060242,0.8048021407085849
52,Pick-Up,Pour,0.25,0.16679634153842926,0.6319687091695928,0.777142852190041,0.727272722353719,0.777142852190041,0.9594858288764954,0.7194695242330503
53,Place-Down,Pour,0.25,0.2918168306350708,0.7137709499977819,0.7032966983117982,0.547368416091105,0.6923076873227871,0.951886773109436,0.7658700647664256
54,Slice,Pour,0.2222222222222222,0.5407348275184631,0.8923827177830572,0.808510633300136,0.7615893989770186,0.808510633300136,0.9566998481750488,0.8989861942831915
55,Wipe,Pour,0.25,0.509205162525177,0.8923827177830572,0.8042327992340641,0.7615893989770186,0.8042327992340641,0.9573060870170593,0.8956282016082379
56,Close,Slice,0.2222222222222222,0.38084927201271057,0.46289466290965614,0.7484662528059016,0.6987951759010339,0.7484662528059016,0.945124089717865,0.6094986712535526
57,Halve,Slice,0.18181818181818182,0.37714821100234985,0.9971550403323199,0.9894736792105263,0.9864864814864867,0.9894736792105263,0.9974266886711121,0.9972427475162525
58,Hold,Slice,0.2857142857142857,0.36973074078559875,0.2822185957607197,0.6447368374177632,0.5502183360393585,0.6447368374177632,0.9369483590126038,0.47470304350695397
59,Open,Slice,0.2857142857142857,0.31941211223602295,0.5956972145579207,0.7368421003248864,0.7072243296794808,0.7368421003248864,0.9478167295455933,0.6872668434145878
60,Pick-Up,Slice,0.2222222222222222,0.44728294014930725,0.4677913442084998,0.7484662528059016,0.69599999516928,0.7484662528059016,0.9439899921417236,0.6101140994059281
61,Place-Down,Slice,0.2222222222222222,0.4426504373550415,0.3426020595614087,0.6363636316368697,0.4999999953804995,0.6233766186498567,0.9395729899406433,0.5280366642585939
62,Pour,Slice,0.2222222222222222,0.5407348275184631,0.7079510527671562,0.5051546341773834,0.39344261795517343,0.5051546341773834,0.9424836039543152,0.7231661903323013
63,Wipe,Slice,0.2222222222222222,0.5417711138725281,0.5967786850725093,0.6783625681611437,0.625954193557485,0.6783625681611437,0.9484848380088806,0.666227478337655
64,Close,Wipe,0.25,0.30312448740005493,0.7941359818737851,0.6666666616749292,0.5111111061265433,0.650406499073303,0.9516037106513977,0.7994351239352242
65,Halve,Wipe,0.2,0.5097622871398926,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9778506755828857,0.8619412823802652
66,Hold,Wipe,0.3333333333333333,0.43972694873809814,5.183561478473537e-05,0.15584415303761176,0.03738317557865326,0.10389610108955986,0.8478652238845825,0.07279436998110862
67,Open,Wipe,0.3333333333333333,0.3229246437549591,0.7941359818737851,0.6666666616749292,0.5111111061265433,0.650406499073303,0.9503181576728821,0.8010741080579274
68,Pick-Up,Wipe,0.25,0.29693812131881714,0.8157879034530217,0.6984126934139583,0.5561497276216077,0.6984126934139583,0.9729580879211426,0.8469246820028511
69,Place-Down,Wipe,0.25,0.32125502824783325,0.12187606271963763,0.34408601721355075,0.21052631170784109,0.34408601721355075,0.9114351272583008,0.3438167873729354
70,Pour,Wipe,0.25,0.509205162525177,0.48153128465686845,0.4628099123721058,0.28248587073318654,0.44628098675227107,0.9473437070846558,0.587578132234048
71,Slice,Wipe,0.2222222222222222,0.5417711138725281,0.0004992663728733465,0.10389610108955986,0.03738317557865326,0.10389610108955986,0.8539322018623352,0.08675585527036417
