Generated,Reference,Model,Run,WuP,GloVe-Similarity,Sensorimotor Distance,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,CodeBERTScore,chrF,LoC,Compilation
Pick-Up,Slice,gpt-3.5-turbo-0301,4,0.2222222222222222,0.44728294014930725,0.0743805998594153,0.4677913442084998,0.7484662528059016,0.69599999516928,0.7484662528059016,0.9439899921417236,0.6101140994059281,33,1
Place-Down,Slice,gpt-3.5-turbo-0301,4,0.2222222222222222,0.4426504373550415,0.135771583124557,0.3426020595614087,0.6363636316368697,0.4999999953804995,0.6233766186498567,0.9395729899406433,0.5280366642585939,27,0
Pour,Slice,gpt-3.5-turbo-0301,4,0.2222222222222222,0.5407348275184631,0.0772310812987127,0.7079510527671562,0.5051546341773834,0.39344261795517343,0.5051546341773834,0.9424836039543152,0.7231661903323013,55,1
Wipe,Slice,gpt-3.5-turbo-0301,4,0.2222222222222222,0.5417711138725281,0.0503783542992758,0.5967786850725093,0.6783625681611437,0.625954193557485,0.6783625681611437,0.9484848380088806,0.666227478337655,42,1
Close,Wipe,gpt-3.5-turbo-0301,4,0.25,0.30312448740005493,0.1558799708666,0.8674493843800518,0.687499995,0.5473684160526316,0.687499995,0.9872065186500549,0.8627449533413278,35,1
Halve,Wipe,gpt-3.5-turbo-0301,4,0.2,0.5097622871398926,0.118278224124008,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9778506755828857,0.8619412823802652,35,1
Hold,Wipe,gpt-3.5-turbo-0301,4,0.3333333333333333,0.43972694873809814,0.0158176034997597,5.183561478473537e-05,0.15584415303761176,0.03738317557865326,0.10389610108955986,0.8478652238845825,0.07279436998110862,6,0
Open,Wipe,gpt-3.5-turbo-0301,4,0.3333333333333333,0.3229246437549591,0.139307387341262,0.8238633626353469,0.6984126934139583,0.5573770441876439,0.6984126934139583,0.9553989171981812,0.8087353213932044,33,1
Pick-Up,Wipe,gpt-3.5-turbo-0301,4,0.25,0.29693812131881714,0.0946885101065148,0.8010297708324693,0.650406499073303,0.5111111061265433,0.650406499073303,0.9496504068374634,0.8019402365961777,32,1
Place-Down,Wipe,gpt-3.5-turbo-0301,4,0.25,0.32125502824783325,0.220155971966159,0.12187606271963763,0.34408601721355075,0.21052631170784109,0.34408601721355075,0.9114351272583008,0.3438167873729354,13,1
Pour,Wipe,gpt-3.5-turbo-0301,4,0.25,0.509205162525177,0.0970422225532095,0.7609644576688045,0.647058818546713,0.5123152659564659,0.647058818546713,0.9482245445251465,0.8670973544497276,39,1
Slice,Wipe,gpt-3.5-turbo-0301,4,0.2222222222222222,0.5417711138725281,0.0503783542992758,0.0002944609720484223,0.10389610108955986,0.03738317557865326,0.10389610108955986,0.8526862859725952,0.08934055373666733,6,0
Halve,Close,gpt-3.5-turbo-0301,5,0.2,0.026859529316425323,0.0855097373008226,0.8594955539454142,0.8064516079032258,0.6885245851639346,0.8064516079032258,0.9538000822067261,0.8642741108240543,47,0
Hold,Close,gpt-3.5-turbo-0301,5,0.3333333333333333,0.7839381098747253,0.143589044210939,0.07975624238341307,0.30136985838900365,0.16504853885945908,0.26027396797804475,0.8879954814910889,0.35083876473401227,140,0
Open,Close,gpt-3.5-turbo-0301,5,0.3333333333333333,0.720828115940094,0.045264758045214,0.6734221254403355,0.8023952046455591,0.7557603637410011,0.8023952046455591,0.9520941376686096,0.7797648949484025,36,0
Pick-Up,Close,gpt-3.5-turbo-0301,5,0.25,0.5153879523277283,0.0702866678284649,0.7379874920076877,0.7065868214120263,0.5844748809099061,0.7065868214120263,0.9522169232368469,0.72778990026107,39,0
Place-Down,Close,gpt-3.5-turbo-0301,5,0.25,0.7576097846031189,0.0519029166068075,0.370364484993536,0.40268455906670875,0.23589743121314927,0.37583892148281617,0.9380359649658203,0.47504174516447933,30,0
Pour,Close,gpt-3.5-turbo-0301,5,0.25,0.2032543271780014,0.0815941431836668,0.7493541191724107,0.7999999950106509,0.6415094289936634,0.7794871744978304,0.9581091403961182,0.9389513726369932,56,0
Slice,Close,gpt-3.5-turbo-0301,5,0.2222222222222222,0.38084927201271057,0.0887489492764253,0.903967223202745,0.7999999950001462,0.6721311425409836,0.7999999950001462,0.9561603665351868,0.8589986871350243,48,0
Wipe,Close,gpt-3.5-turbo-0301,5,0.25,0.30312448740005493,0.1558799708666,0.8344987988907593,0.7789473634232688,0.6328124950109865,0.768421047633795,0.9634844660758972,0.852126293664845,52,0
Close,Halve,gpt-3.5-turbo-0301,5,0.2,0.026859529316425323,0.0855097373008226,0.8667145520426548,0.7363636313673555,0.6909090859120294,0.7363636313673555,0.9567964673042297,0.8652865460707942,55,1
Hold,Halve,gpt-3.5-turbo-0301,5,0.25,0.18634237349033356,0.0978263036860699,0.45181036212280623,0.622950814948192,0.5839416011122064,0.622950814948192,0.9422805905342102,0.5756824042869729,38,1
Open,Halve,gpt-3.5-turbo-0301,5,0.25,0.13741867244243622,0.0827258509852445,0.8667145520426548,0.7363636313673555,0.6909090859120294,0.7363636313673555,0.9557874798774719,0.8616260026356696,55,1
Pick-Up,Halve,gpt-3.5-turbo-0301,5,0.2,0.1682203710079193,0.0710081231639225,0.5286964725478814,0.6595744632893844,0.6192170770562684,0.6595744632893844,0.9479949474334717,0.6350085371405078,37,1
Place-Down,Halve,gpt-3.5-turbo-0301,5,0.2,0.11310732364654541,0.114183228214588,0.7323716803486724,0.6116504804840229,0.5632911342647413,0.6116504804840229,0.9490187764167786,0.759628925104812,51,0
Pour,Halve,gpt-3.5-turbo-0301,5,0.2,0.3157775104045868,0.0776414292502186,0.7190216205661604,0.534482753624034,0.4249291734792832,0.534482753624034,0.941096842288971,0.7898564595816214,63,1
Slice,Halve,gpt-3.5-turbo-0301,5,0.18181818181818182,0.37714821100234985,0.0934805650414641,0.8993154094611367,0.7767857092861128,0.7455621251775149,0.7767857092861128,0.9826247096061707,0.9086624064436398,58,1
Wipe,Halve,gpt-3.5-turbo-0301,5,0.2,0.5097622871398926,0.118278224124008,0.7819366543858782,0.5769230719605215,0.5236593010156337,0.5769230719605215,0.9473660588264465,0.7772891154310537,56,1
Close,Hold,gpt-3.5-turbo-0301,5,0.3333333333333333,0.7839381098747253,0.143589044210939,0.35082137009957093,0.5594405548515821,0.3738317712057822,0.5594405548515821,0.9441676139831543,0.546439725687342,23,0
Halve,Hold,gpt-3.5-turbo-0301,5,0.25,0.18634237349033356,0.0978263036860699,0.8113337116256215,0.7005649667592327,0.5873605898072167,0.666666661674487,0.9503989219665527,0.8134220395856305,48,0
Open,Hold,gpt-3.5-turbo-0301,5,0.5,0.739703357219696,0.103886621549432,0.3619878457097412,0.569444439830247,0.4299065375609224,0.569444439830247,0.9433310031890869,0.5482579692157244,23,0
Pick-Up,Hold,gpt-3.5-turbo-0301,5,0.3333333333333333,0.6284888386726379,0.0669021654064496,0.9808005446465402,0.9670329620335709,0.9499999950002551,0.9670329620335709,0.9891449809074402,0.9852361228858594,51,1
Place-Down,Hold,gpt-3.5-turbo-0301,5,0.3333333333333333,0.7480592727661133,0.234937314389433,0.8225666451123884,0.7403314867140808,0.6236559089790729,0.7071823154433626,0.9546931385993958,0.8416705315806702,49,0
Pour,Hold,gpt-3.5-turbo-0301,5,0.3333333333333333,0.36530041694641113,0.11875767443836,0.43371949612387534,0.333333328425545,0.17142856654260738,0.29629629138850794,0.9254261255264282,0.5160252905355962,33,0
Slice,Hold,gpt-3.5-turbo-0301,5,0.2857142857142857,0.36973074078559875,0.0513302142817702,0.8199363297329628,0.747126431798124,0.6616541303564363,0.7126436731774343,0.9522936344146729,0.8272869998136906,47,0
Wipe,Hold,gpt-3.5-turbo-0301,5,0.3333333333333333,0.43972694873809814,0.0158176034997597,0.7721040221935416,0.8041237063534914,0.7320261388216072,0.8041237063534914,0.9611913561820984,0.9194523270604463,63,0
Close,Open,gpt-3.5-turbo-0301,5,0.3333333333333333,0.720828115940094,0.045264758045214,0.9757348728234806,0.9354838659677419,0.8934426179508197,0.9354838659677419,0.9838960766792297,0.9778603906884076,46,0
Halve,Open,gpt-3.5-turbo-0301,5,0.25,0.13741867244243622,0.0827258509852445,0.8725877163116853,0.8021977972002173,0.6804979203119782,0.8021977972002173,0.952833890914917,0.8351519047179158,45,0
Hold,Open,gpt-3.5-turbo-0301,5,0.5,0.739703357219696,0.103886621549432,0.015171488187131604,0.30508474242315425,0.19999999696355558,0.30508474242315425,0.9009445309638977,0.1972973620806554,10,0
Pick-Up,Open,gpt-3.5-turbo-0301,5,0.3333333333333333,0.494068443775177,0.0311757950604205,0.6416690595475412,0.7169811272196511,0.612440186527781,0.7169811272196511,0.9487044215202332,0.6555200722130424,36,0
Place-Down,Open,gpt-3.5-turbo-0301,5,0.3333333333333333,0.8066946268081665,0.123578364246354,0.44640059907856183,0.47741935003870967,0.28712870808744245,0.4516128984258065,0.9405879378318787,0.5292737924815817,31,0
Pour,Open,gpt-3.5-turbo-0301,5,0.3333333333333333,0.2541566789150238,0.0784764079700592,0.7828635594533515,0.8124999950048829,0.6692307642497042,0.8124999950048829,0.9570434093475342,0.9454225659011541,53,0
Slice,Open,gpt-3.5-turbo-0301,5,0.2857142857142857,0.31941211223602295,0.0770675081437801,0.8364327333249495,0.7891891841893353,0.6747967429678101,0.7891891841893353,0.9513839483261108,0.8244219762691306,47,0
Wipe,Open,gpt-3.5-turbo-0301,5,0.3333333333333333,0.3229246437549591,0.139307387341262,0.883166854439055,0.797814202651617,0.6666666616667514,0.797814202651617,0.9559012055397034,0.839437337687845,47,0
Close,Pick-Up,gpt-3.5-turbo-0301,5,0.25,0.5153879523277283,0.0702866678284649,0.02699720823595438,0.2127659540968765,0.09230768892781077,0.2127659540968765,0.8387098908424377,0.1991391101124522,7,0
Halve,Pick-Up,gpt-3.5-turbo-0301,5,0.2,0.1682203710079193,0.0710081231639225,0.15885009292113625,0.3762376198451132,0.28571428175918373,0.35643563964709346,0.864774763584137,0.36848523331000865,10,0
Hold,Pick-Up,gpt-3.5-turbo-0301,5,0.3333333333333333,0.6284888386726379,0.0669021654064496,0.458532015618537,0.605042012103665,0.49382715582990394,0.605042012103665,0.9236818552017212,0.579428311732275,21,0
Open,Pick-Up,gpt-3.5-turbo-0301,5,0.3333333333333333,0.494068443775177,0.0311757950604205,0.04680519049533372,0.3636363598612387,0.2388059665137002,0.3636363598612387,0.8658313155174255,0.23836143645836183,9,0
Place-Down,Pick-Up,gpt-3.5-turbo-0301,5,0.25,0.6661379933357239,0.169426303267544,0.6898032650328334,0.6466165364169822,0.510869560276465,0.5864661604771327,0.9367580413818359,0.7260469865532279,29,0
Pour,Pick-Up,gpt-3.5-turbo-0301,5,0.25,0.16679634153842926,0.0699600588276674,0.18459748805681248,0.14953270601449922,0.05298012806631325,0.14953270601449922,0.8726685643196106,0.33215853292427955,15,0
Slice,Pick-Up,gpt-3.5-turbo-0301,5,0.2222222222222222,0.44728294014930725,0.0743805998594153,0.42362927122756067,0.5123966894638345,0.4049079707764689,0.5123966894638345,0.905099630355835,0.5298951627973211,20,0
Wipe,Pick-Up,gpt-3.5-turbo-0301,5,0.25,0.29693812131881714,0.0946885101065148,0.6993710972167192,0.5594405544466723,0.3645320147045549,0.5454545404606582,0.9462867379188538,0.6895223468618988,35,0
Close,Place-Down,gpt-3.5-turbo-0301,5,0.25,0.7576097846031189,0.0519029166068075,0.020314962531938992,0.1692307661242604,0.06936415890808259,0.15384615073964505,0.8732835650444031,0.2093853437194513,10,0
Halve,Place-Down,gpt-3.5-turbo-0301,5,0.2,0.11310732364654541,0.114183228214588,0.6536150948706517,0.7346938725765306,0.5992509313498577,0.7142857093112245,0.9318052530288696,0.7213410745368701,32,0
Hold,Place-Down,gpt-3.5-turbo-0301,5,0.3333333333333333,0.7480592727661133,0.234937314389433,0.009360166753585523,0.30158729880952384,0.23809523547902497,0.30158729880952384,0.8804634213447571,0.18516419005209117,8,1
Open,Place-Down,gpt-3.5-turbo-0301,5,0.3333333333333333,0.8066946268081665,0.123578364246354,0.03393370971351281,0.19402984735464474,0.07821228722324534,0.16417910108598804,0.8520353436470032,0.2270693592685723,10,0
Pick-Up,Place-Down,gpt-3.5-turbo-0301,5,0.25,0.6661379933357239,0.169426303267544,0.15171971056734398,0.3687943224385092,0.19251336532929172,0.3687943224385092,0.9265211820602417,0.3532464549128524,17,0
Pour,Place-Down,gpt-3.5-turbo-0301,5,0.25,0.2918168306350708,0.113289610372751,0.05572195813429585,0.20289854708569632,0.08556149367153781,0.15942028621613116,0.8748201727867126,0.23012521686710966,12,0
Slice,Place-Down,gpt-3.5-turbo-0301,5,0.2222222222222222,0.4426504373550415,0.135771583124557,0.12473376188470797,0.3076923037899164,0.2211055235504154,0.26573426183187443,0.8682572841644287,0.3669035150575018,150,0
Wipe,Place-Down,gpt-3.5-turbo-0301,5,0.25,0.32125502824783325,0.220155971966159,0.029450368220640195,0.10937499705200204,0.04519773694021536,0.10937499705200204,0.8400653004646301,0.23275543780690158,10,1
Close,Pour,gpt-3.5-turbo-0301,5,0.25,0.2032543271780014,0.0815941431836668,0.7624902316232277,0.8176795530295169,0.7272727223079369,0.7624309342449865,0.9515928626060486,0.8058263752877924,45,1
Halve,Pour,gpt-3.5-turbo-0301,5,0.2,0.3157775104045868,0.0776414292502186,0.8923827177830572,0.808510633300136,0.7483443658644358,0.7553191439384337,0.9522031545639038,0.8974001132926853,53,1
Hold,Pour,gpt-3.5-turbo-0301,5,0.3333333333333333,0.36530041694641113,0.11875767443836,0.596381207109085,0.7337278057434964,0.6217228415716312,0.7337278057434964,0.9502822756767273,0.6705945325555828,39,1
Open,Pour,gpt-3.5-turbo-0301,5,0.3333333333333333,0.2541566789150238,0.0784764079700592,0.7624902316232277,0.8176795530295169,0.7412587362939509,0.8176795530295169,0.9566404223442078,0.8059378098337632,45,1
Pick-Up,Pour,gpt-3.5-turbo-0301,5,0.25,0.16679634153842926,0.0699600588276674,0.6220857050609612,0.7931034433293699,0.7326007276925761,0.7931034433293699,0.9593446850776672,0.7186025430331245,38,1
Place-Down,Pour,gpt-3.5-turbo-0301,5,0.25,0.2918168306350708,0.113289610372751,0.4896306205709727,0.5562130128440882,0.4137930986245064,0.544378693317461,0.9403730630874634,0.5906936713287111,35,0
Slice,Pour,gpt-3.5-turbo-0301,5,0.2222222222222222,0.5407348275184631,0.0772310812987127,0.8923827177830572,0.808510633300136,0.7615893989770186,0.808510633300136,0.9566998481750488,0.8989861942831915,53,1
Wipe,Pour,gpt-3.5-turbo-0301,5,0.25,0.509205162525177,0.0970422225532095,0.8923827177830572,0.808510633300136,0.7615893989770186,0.808510633300136,0.957344114780426,0.8951963299115162,53,1
Close,Slice,gpt-3.5-turbo-0301,5,0.2222222222222222,0.38084927201271057,0.0887489492764253,0.5709960406298045,0.7134502874593893,0.64638782777834,0.7134502874593893,0.9462175965309143,0.6672975292999666,40,1
Halve,Slice,gpt-3.5-turbo-0301,5,0.18181818181818182,0.37714821100234985,0.0934805650414641,0.9971550403323199,0.9894736792105263,0.9864864814864867,0.9894736792105263,0.9974266886711121,0.9972427475162525,55,1
Hold,Slice,gpt-3.5-turbo-0301,5,0.2857142857142857,0.36973074078559875,0.0513302142817702,0.2825624047127477,0.6493506446238827,0.5454545408504339,0.6363636316368697,0.9376133680343628,0.46904221545973507,27,1
Open,Slice,gpt-3.5-turbo-0301,5,0.2857142857142857,0.31941211223602295,0.0770675081437801,0.7124128489788597,0.71910111861823,0.6859205726408529,0.71910111861823,0.9615573883056641,0.7609278715901212,47,1
Pick-Up,Slice,gpt-3.5-turbo-0301,5,0.2222222222222222,0.44728294014930725,0.0743805998594153,0.4677913442084998,0.7484662528059016,0.69599999516928,0.7484662528059016,0.9439899921417236,0.6101140994059281,33,1
Place-Down,Slice,gpt-3.5-turbo-0301,5,0.2222222222222222,0.4426504373550415,0.135771583124557,0.3426020595614087,0.6274509756845658,0.5021644975603906,0.6143790802597292,0.9399322867393494,0.5283687108140392,27,0
Pour,Slice,gpt-3.5-turbo-0301,5,0.2222222222222222,0.5407348275184631,0.0772310812987127,0.7116227877196782,0.5025640975673901,0.39344261795517343,0.5025640975673901,0.942110538482666,0.7264386760578407,55,1
Wipe,Slice,gpt-3.5-turbo-0301,5,0.2222222222222222,0.5417711138725281,0.0503783542992758,0.5967786850725093,0.6783625681611437,0.625954193557485,0.6783625681611437,0.9484848380088806,0.666227478337655,42,1
Close,Wipe,gpt-3.5-turbo-0301,5,0.25,0.30312448740005493,0.1558799708666,0.8108507252668486,0.6666666616749292,0.5333333283487655,0.6666666616749292,0.9525112509727478,0.8013165016307839,32,1
Halve,Wipe,gpt-3.5-turbo-0301,5,0.2,0.5097622871398926,0.118278224124008,0.870641483914287,0.687499995,0.5473684160526316,0.687499995,0.9778506755828857,0.8619412823802652,35,1
Hold,Wipe,gpt-3.5-turbo-0301,5,0.3333333333333333,0.43972694873809814,0.0158176034997597,5.183561478473537e-05,0.15584415303761176,0.03738317557865326,0.10389610108955986,0.8478652238845825,0.07279436998110862,6,0
Open,Wipe,gpt-3.5-turbo-0301,5,0.3333333333333333,0.3229246437549591,0.139307387341262,0.18537471487472768,0.4554455399117734,0.23776223330236207,0.4356435597137536,0.9219743013381958,0.375087749543606,14,1
Pick-Up,Wipe,gpt-3.5-turbo-0301,5,0.25,0.29693812131881714,0.0946885101065148,0.8010297708324693,0.650406499073303,0.5111111061265433,0.650406499073303,0.9496504068374634,0.8019402365961777,32,1
Place-Down,Wipe,gpt-3.5-turbo-0301,5,0.25,0.32125502824783325,0.220155971966159,0.12187606271963763,0.34408601721355075,0.21052631170784109,0.34408601721355075,0.9114351272583008,0.3438167873729354,13,1
Pour,Wipe,gpt-3.5-turbo-0301,5,0.25,0.509205162525177,0.0970422225532095,0.7609644576688045,0.647058818546713,0.5123152659564659,0.647058818546713,0.9482245445251465,0.8670973544497276,39,1
Slice,Wipe,gpt-3.5-turbo-0301,5,0.2222222222222222,0.5417711138725281,0.0503783542992758,0.0002944609720484223,0.10389610108955986,0.03738317557865326,0.10389610108955986,0.8526862859725952,0.08934055373666733,6,0
Halve,Close,gpt-3.5-turbo-0613,1,0.2,0.026859529316425323,0.0855097373008226,0.8594955539454142,0.8064516079032258,0.6885245851639346,0.8064516079032258,0.9572662711143494,0.8642741108240543,47,0
Hold,Close,gpt-3.5-turbo-0613,1,0.3333333333333333,0.7839381098747253,0.143589044210939,0.7119481307544,0.6993864981670368,0.5821596195190549,0.6993864981670368,0.9525299072265625,0.7031333319637207,39,0
Open,Close,gpt-3.5-turbo-0613,1,0.3333333333333333,0.720828115940094,0.045264758045214,0.9861874720073875,0.9677419304838711,0.9426229458196722,0.9677419304838711,0.9875231385231018,0.9862722453087747,47,0
Pick-Up,Close,gpt-3.5-turbo-0613,1,0.25,0.5153879523277283,0.0702866678284649,0.8987617274900517,0.7934782558701561,0.6694214826036473,0.7934782558701561,0.9538750052452087,0.8572863554199986,46,0
Place-Down,Close,gpt-3.5-turbo-0613,1,0.25,0.7576097846031189,0.0519029166068075,0.7288003461689889,0.7208121777567059,0.5811320705030972,0.7208121777567059,0.9618819952011108,0.8497517585658393,55,0
Pour,Close,gpt-3.5-turbo-0613,1,0.25,0.2032543271780014,0.0815941431836668,0.7282998430398614,0.7959183623599543,0.6567164129505458,0.7959183623599543,0.9619125723838806,0.9365831310015417,57,0
Slice,Close,gpt-3.5-turbo-0613,1,0.2222222222222222,0.38084927201271057,0.0887489492764253,0.8594955539454142,0.8064516079032258,0.6885245851639346,0.8064516079032258,0.9579421281814575,0.8641906808783916,47,0
Wipe,Close,gpt-3.5-turbo-0613,1,0.25,0.30312448740005493,0.1558799708666,0.9112986672016801,0.8064516079032258,0.6885245851639346,0.8064516079032258,0.9557784199714661,0.8687476748757947,47,0
Close,Halve,gpt-3.5-turbo-0613,1,0.2,0.026859529316425323,0.0855097373008226,0.008374641174515429,0.3571428540295919,0.2358974335863248,0.3571428540295919,0.912427544593811,0.17862001804059816,13,0
Hold,Halve,gpt-3.5-turbo-0613,1,0.25,0.18634237349033356,0.0978263036860699,5.3568407581507356e-05,0.25757575511134073,0.14973261858102893,0.25757575511134073,0.8886452913284302,0.10003845770068544,9,0
Open,Halve,gpt-3.5-turbo-0613,1,0.25,0.13741867244243622,0.0827258509852445,0.00842732226157995,0.3571428540295919,0.2358974335863248,0.3571428540295919,0.912408173084259,0.17994958308415035,13,0
Pick-Up,Halve,gpt-3.5-turbo-0613,1,0.2,0.1682203710079193,0.0710081231639225,5.3568407581507356e-05,0.25757575511134073,0.14973261858102893,0.25757575511134073,0.8913524746894836,0.09936856203307286,9,0
Place-Down,Halve,gpt-3.5-turbo-0613,1,0.2,0.11310732364654541,0.114183228214588,0.854265617782223,0.7181818131855372,0.6747720314779058,0.7181818131855372,0.9542042016983032,0.8589182921611626,55,1
Pour,Halve,gpt-3.5-turbo-0613,1,0.2,0.3157775104045868,0.0776414292502186,0.7190216205661604,0.534482753624034,0.4249291734792832,0.534482753624034,0.9417885541915894,0.7965607415584541,63,1
Slice,Halve,gpt-3.5-turbo-0613,1,0.18181818181818182,0.37714821100234985,0.0934805650414641,0.9451104636323592,0.8749999950003987,0.8427299653264536,0.8749999950003987,0.9842811822891235,0.9532210672428727,58,1
Wipe,Halve,gpt-3.5-turbo-0613,1,0.2,0.5097622871398926,0.118278224124008,0.00060729063691554,0.18840579413463562,0.1036269408274048,0.18840579413463562,0.8963831067085266,0.10402335498564812,12,0
Close,Hold,gpt-3.5-turbo-0613,1,0.3333333333333333,0.7839381098747253,0.143589044210939,0.757493699983155,0.8383233483452258,0.75199999508192,0.8383233483452258,0.9629141092300415,0.8042690967398373,41,0
Halve,Hold,gpt-3.5-turbo-0613,1,0.25,0.18634237349033356,0.0978263036860699,0.69886941782425,0.6746987902395123,0.5599999950819201,0.6746987902395123,0.9639741778373718,0.7405953710003245,41,0
Open,Hold,gpt-3.5-turbo-0613,1,0.5,0.739703357219696,0.103886621549432,0.29858652060582863,0.331034478120333,0.16901408003173987,0.331034478120333,0.9221999645233154,0.4558321622684161,23,0
Pick-Up,Hold,gpt-3.5-turbo-0613,1,0.3333333333333333,0.6284888386726379,0.0669021654064496,0.9908818959118836,0.9782608645652174,0.9750889629715935,0.9782608645652174,0.9498135447502136,0.9937871705839774,52,1
Place-Down,Hold,gpt-3.5-turbo-0613,1,0.3333333333333333,0.7480592727661133,0.234937314389433,0.9469298143515523,0.8695652123913045,0.8510638247872341,0.8695652123913045,0.9910721182823181,0.9482029233899171,52,0
Pour,Hold,gpt-3.5-turbo-0613,1,0.3333333333333333,0.36530041694641113,0.11875767443836,0.4294023579458126,0.25316455209742034,0.10126581796506992,0.25316455209742034,0.9192745089530945,0.4726616421692981,40,0
Slice,Hold,gpt-3.5-turbo-0613,1,0.2857142857142857,0.36973074078559875,0.0513302142817702,0.6749165145127876,0.6428571379024943,0.5403225757391391,0.6428571379024943,0.9587191343307495,0.7171256787797953,41,0
Wipe,Hold,gpt-3.5-turbo-0613,1,0.3333333333333333,0.43972694873809814,0.0158176034997597,0.8811116708492883,0.8324324274325786,0.7632508783922886,0.8324324274325786,0.9682559967041016,0.8971789817156263,52,0
Close,Open,gpt-3.5-turbo-0613,1,0.3333333333333333,0.720828115940094,0.045264758045214,0.9861492080677762,0.9677419304838711,0.9426229458196722,0.9677419304838711,0.98732990026474,0.9873486612400796,46,0
Halve,Open,gpt-3.5-turbo-0613,1,0.25,0.13741867244243622,0.0827258509852445,0.8591269747864249,0.8064516079032258,0.6885245851639346,0.8064516079032258,0.9585163593292236,0.8643758461146316,46,0
Hold,Open,gpt-3.5-turbo-0613,1,0.5,0.739703357219696,0.103886621549432,0.6041880304600316,0.6341463365533909,0.4976958476119689,0.6341463365533909,0.9042108058929443,0.6502504488168489,23,0
Pick-Up,Open,gpt-3.5-turbo-0613,1,0.3333333333333333,0.494068443775177,0.0311757950604205,0.9113753155926366,0.8064516079032258,0.6885245851639346,0.8064516079032258,0.959640622138977,0.8691050164224384,46,0
Place-Down,Open,gpt-3.5-turbo-0613,1,0.3333333333333333,0.8066946268081665,0.123578364246354,0.9054057083725485,0.7956989197311828,0.6721311425409836,0.7956989197311828,0.9663606882095337,0.8654175947811996,46,0
Pour,Open,gpt-3.5-turbo-0613,1,0.3333333333333333,0.2541566789150238,0.0784764079700592,0.00042194978156801774,0.0943396204894981,0.0583941586339177,0.0943396204894981,0.794459879398346,0.13447719949920928,4,1
Slice,Open,gpt-3.5-turbo-0613,1,0.2857142857142857,0.31941211223602295,0.0770675081437801,0.8591269747864249,0.8064516079032258,0.6885245851639346,0.8064516079032258,0.9608402252197266,0.8639603633666454,46,0
Wipe,Open,gpt-3.5-turbo-0613,1,0.3333333333333333,0.3229246437549591,0.139307387341262,0.31625299137115104,0.5199999952880001,0.3756345130510964,0.5199999952880001,0.9050540328025818,0.45283453723611,21,0
Close,Pick-Up,gpt-3.5-turbo-0613,1,0.25,0.5153879523277283,0.0702866678284649,0.04443644251189744,0.2061855633924966,0.07518796634970903,0.2061855633924966,0.8465750217437744,0.23221266012225017,8,0
Halve,Pick-Up,gpt-3.5-turbo-0613,1,0.2,0.1682203710079193,0.0710081231639225,0.7893315986432089,0.6524822645158694,0.5077720157416307,0.6524822645158694,0.9488257169723511,0.792958443637746,33,0
Hold,Pick-Up,gpt-3.5-turbo-0613,1,0.3333333333333333,0.6284888386726379,0.0669021654064496,0.9769677123520969,0.9594594544594595,0.9411764655882354,0.9594594544594595,0.9774677753448486,0.9820087124361402,37,0
Open,Pick-Up,gpt-3.5-turbo-0613,1,0.3333333333333333,0.494068443775177,0.0311757950604205,0.1393314454025633,0.38532109655752883,0.23448275444851369,0.38532109655752883,0.8824996948242188,0.32843517064534705,12,0
Place-Down,Pick-Up,gpt-3.5-turbo-0613,1,0.25,0.6661379933357239,0.169426303267544,0.9782543013156374,0.9594594544594595,0.9411764655882354,0.9594594544594595,0.9865692853927612,0.9837260234045861,37,0
Pour,Pick-Up,gpt-3.5-turbo-0613,1,0.25,0.16679634153842926,0.0699600588276674,0.18245572129561496,0.15238094821950127,0.05405404976990538,0.13333332917188223,0.8770564198493958,0.32357166813004434,15,1
Slice,Pick-Up,gpt-3.5-turbo-0613,1,0.2222222222222222,0.44728294014930725,0.0743805998594153,0.5412637253037916,0.5312499951220704,0.40677965613329503,0.5312499951220704,0.9209486246109009,0.610018820087913,24,0
Wipe,Pick-Up,gpt-3.5-turbo-0613,1,0.25,0.29693812131881714,0.0946885101065148,0.23861041053438356,0.17699114592215534,0.062111796598897,0.17699114592215534,0.8880835175514221,0.3667090451641588,16,0
Close,Place-Down,gpt-3.5-turbo-0613,1,0.25,0.7576097846031189,0.0519029166068075,0.013248752245767494,0.12499999705200204,0.046783622914401184,0.12499999705200204,0.8411965370178223,0.18744693944729282,8,0
Halve,Place-Down,gpt-3.5-turbo-0613,1,0.2,0.11310732364654541,0.114183228214588,0.5976553271727874,0.7528089839256407,0.700421936124909,0.7528089839256407,0.9472892880439758,0.6714405518650404,32,0
Hold,Place-Down,gpt-3.5-turbo-0613,1,0.3333333333333333,0.7480592727661133,0.234937314389433,0.28455119378762245,0.6114649637226663,0.568720374745401,0.6114649637226663,0.9350667595863342,0.4623536689251089,20,0
Open,Place-Down,gpt-3.5-turbo-0613,1,0.3333333333333333,0.8066946268081665,0.123578364246354,0.010718201320694927,0.1111111083333334,0.04733727542172909,0.1111111083333334,0.8390369415283203,0.1826695481235638,8,0
Pick-Up,Place-Down,gpt-3.5-turbo-0613,1,0.25,0.6661379933357239,0.169426303267544,0.9609833926538408,0.920187788428222,0.8788927285655105,0.920187788428222,0.9918749928474426,0.9750350268686874,46,0
